bvid,title,accepted,exclusion_reasons,caption_count,coverage_ratio,restaurant_signal,financial_signal,unrelated_signal,title_body_alignment,dimensions,path
BV1hpADznEgG,贷款60万砸80万开汉堡披萨店，亏光后不甘心再砸20万接着开！（经典补档）@勇哥餐饮原创,True,,571,0.999,49,8,0,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hpADznEgG.srt
BV1HqAUzAE4r,60万开烤鱼每天亏1千+，凭运气赚的钱凭实力亏出去  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,428,0.547,18,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HqAUzAE4r.srt
BV1UAASzLECh,见人拉屎钩子痒！负债也要开汉堡，运营主管连自己都骗，以为自己强的可怕！在老年社区卖手作汉堡 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,160,0.245,0,0,0,0,加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1UAASzLECh.srt
BV1zFAUztECc,宝妈负债30万开火锅酒馆，日亏2万，15天亏光！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,720,0.821,5,0,0,0,位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zFAUztECc.srt
BV1pNACzSEAN,卧龙凤雏！十几万开个厕所门奶茶店，月亏1万！隔壁是中药炸肉 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,40,0.063,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pNACzSEAN.srt
BV1TYArzXE5b,《把房卖了》开破产三件套！每月亏6千没救了！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,173,0.276,2,0,0,0,产品客单与差异化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1TYArzXE5b.srt
BV1LgfvBzE8V,花10W马币在马来西亚开中式小碗菜，月亏2万，有救吗？,True,,510,1.0,80,20,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1LgfvBzE8V.srt
BV18rfeBbEVn,宝妈负债30万开汉堡店，月亏1万很后悔！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配,55,0.232,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV18rfeBbEVn.srt
BV1KGf4BKEDU,20万加盟酸奶店！拿下两个区代理以为能躺赚，开业后月亏6千 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,43,0.069,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1KGf4BKEDU.srt
BV1o4fpBuEn4,40万开烘培店，总部黄了自己成总部！月亏1万还能开吗？ @勇哥餐饮原创,True,,571,1.0,105,24,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1o4fpBuEn4.srt
BV1H7f1ByEG5,在丽江30万开臭豆腐火锅！这钱亏的一点也不冤。 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,6,0.012,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1H7f1ByEG5.srt
BV1TWfyBQEVW,90万加盟杂牌拌饭，2个月全亏光！只因找不到米村官网，以此为戒。@勇哥餐饮原创,True,,3018,6.346,90,12,0,1,初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1TWfyBQEVW.srt
BV1GnfqB6Eq7,40万开炸鸡才20％的毛利率！每月亏6万！有卧龙周围必有凤雏  @勇哥餐饮原创,True,,744,1.0,153,65,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1GnfqB6Eq7.srt
BV1uJfcBvEiN,加盟米村被截胡！40万开杂牌拌饭天天亏钱！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足,30,0.146,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1uJfcBvEiN.srt
BV1mFfFBbEoK,14万开酸奶店，每天只卖10块钱，月亏5千还能坚持一年多！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,12,0.197,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1mFfFBbEoK.srt
BV1inZZBTEqx,因自己爱吃，13万开泡菜店！“天才选址”顾客进不来！每天亏250块  @勇哥餐饮原创,True,,616,0.999,84,10,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1inZZBTEqx.srt
BV1PcfEBrEfL,200万开披萨自助月亏6万！已经开业4年还能坚持下去吗？ @勇哥餐饮原创,True,,493,0.998,74,23,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1PcfEBrEfL.srt
BV11qfjBMEu3,10万开菜馆日赚2元，开业三天合伙人跑路  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,267,0.519,1,0,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV11qfjBMEu3.srt
BV1MnfgBdE4L,40万开铁板烧每月房租就要2万！月亏4万5还有救吗 @勇哥餐饮原创,True,,548,0.998,90,25,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1MnfgBdE4L.srt
BV1bwZzBqEma,15万开“山寨蜜雪”奶茶店月亏7千，勇哥建议改烧烤，老板称烧烤没前途 @勇哥餐饮原创,True,,456,0.996,73,16,0,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1bwZzBqEma.srt
BV1HTZvBmEyA,宝妈要31万开汉堡！老公劝不住？加盟费和房租已交再连线勇哥！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,235,0.521,0,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HTZvBmEyA.srt
BV1zmZkBYEve,歌手10万加盟扁食店月亏6千！位置不行努力白费（福建厦门）@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,12,0.246,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zmZkBYEve.srt
BV1kHZuBGE4E,大姐负债20万加盟杂牌汉堡！每天亏400还能救吗？ @勇哥餐饮原创,True,,622,0.999,89,44,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1kHZuBGE4E.srt
BV1G6ZTBHEws,20万接盘月房租3万的拌饭店，以为是馅饼没想到月亏1万9  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,63,0.269,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1G6ZTBHEws.srt
BV16oZxBpEnb,30万加盟杂牌奶茶和霸王蜜雪对掏！月亏1万8 @勇哥餐饮原创,True,,539,0.994,73,21,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV16oZxBpEnb.srt
BV1ozZpBTEF9,10万开喵辣串串月亏9千！勇哥：信我让你月赚3万 （河北任丘）@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,31,0.294,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ozZpBTEF9.srt
BV1SMcEzXErq,大姐加盟火锅亏掉60万，再砸30万开烤鱼如今月亏1万5怎么办（广东湛江） @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,55,0.105,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SMcEzXErq.srt
BV1YBcjzsEei,血亏现场：40万盲盒店三天报废，追加到70万改音乐酒馆（上海）@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,55,0.154,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1YBcjzsEei.srt
BV1sDcvzFEzT,宝妈负债50万开牛肋条，亲戚员工工资高不听话，还不能开除   @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；与其他视频字幕重复且非最佳匹配,461,0.484,3,3,0,0,房租物业与合同、水电及其他固定成本、位置商圈与客流、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1sDcvzFEzT.srt
BV1HacezpEeZ,教授100万开重庆火锅，一年亏30万！每月房租就要2万 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,157,0.295,2,2,1,0,房租物业与合同、人工与老板在场、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HacezpEeZ.srt
BV1X7c4zUEcF,负债40万加盟上海米线！平均月亏10万全部清零！ @勇哥餐饮原创,False,餐饮语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,160,0.315,8,7,0,1,水电及其他固定成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1X7c4zUEcF.srt
BV17HFSzHEBG,70万加盟自助火锅月亏5万！毛利率20％！再不吃就没了！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,12,0.122,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV17HFSzHEBG.srt
BV13mcTztEGE,老表60万加盟开店被小作坊收割，前面勇哥团队拦都拦不住   @勇哥餐饮原创,False,餐饮语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,160,0.331,8,7,0,1,水电及其他固定成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13mcTztEGE.srt
BV1eAFZziE3r,80万开披萨店月亏3万！员工平均工资八九千！,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,146,0.283,11,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eAFZziE3r.srt
BV1jJFfzyE37,二次元小登厨披萨店！对于二刺螈勇哥有点懵！@勇哥餐饮原创,True,,440,0.999,51,14,0,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1jJFfzyE37.srt
BV1nuFszWEhq,先开烧烤亏100万！再砸30万开小火锅！把自己干成负债70万！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足,2,0.004,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nuFszWEhq.srt
BV1RdFnzvECN,勇哥是真爱家是本，希望老哥接住这波流量！,False,餐饮语义信号不足,797,8.562,32,9,0,1,毛利与变动成本、人工与老板在场、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1RdFnzvECN.srt
BV1GvF7zpE7k,历史重大机遇！价值200万八千幅画想要绑定咖啡一年卖出！从此隐居东南亚,False,餐饮语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,230,0.309,27,27,0,0,初始投入与债务、门头与可见性、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1GvF7zpE7k.srt
BV1eVFrzREhq,卖烤冷面4个月赚10万！不信可线下真实。  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,167,1.0,9,1,0,1,当前营业额、房租物业与合同、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eVFrzREhq.srt
BV1ugFvzYEkn,小伙要20万开200平的烘培店！初生牛犊不怕虎！  @勇哥餐饮原创,True,,377,1.0,43,8,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ugFvzYEkn.srt
BV1pHFYz7E3d,连麦学员要求勇哥退费！理由是连麦10分钟被骂8分钟！,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,102,2.888,2,2,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pHFYz7E3d.srt
BV1UyfoBREpE,女老板砸300万开酒吧！开业50天赔光！@勇哥餐饮原创,True,,374,0.999,66,25,0,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1UyfoBREpE.srt
BV1gbfDBkESU,宝妈10万开姨妈热饮店，暖暖女神饮2个月赔光！,True,,393,0.999,51,17,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gbfDBkESU.srt
BV1M6FLz3EFh,恭喜小伙找到黄金位置，发财指日可待！15万预算要开小碗菜！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足,2,0.019,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1M6FLz3EFh.srt
BV1XsFVzCEJP,宝妈创业楷模！5千开糖水店每天仅亏67块钱！ @勇哥餐饮原创,True,,281,0.999,45,12,0,1,当前营业额、毛利与变动成本、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1XsFVzCEJP.srt
BV1Ap61BiESN,小伙35万开奶茶，周围4个品牌怎么打？不亏钱不正常   @勇哥餐饮原创,True,,430,0.998,57,16,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Ap61BiESN.srt
BV1nw6kBWESY,40万的快餐店里摆满了各种瓷器藏品！最贵连线朴树湾文化馆  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,36,0.134,1,0,0,0,位置商圈与客流,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nw6kBWESY.srt
BV1kH6FBzE9q,勇哥谈自己会不会被封：倒下一个我还有千千万万个我站起来！,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,219,1.423,2,0,0,0,位置商圈与客流、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1kH6FBzE9q.srt
BV13kzZB7EB5,86万打水漂！女子和闺蜜合伙开店，对方一分不出，全程忽悠傻白甜   @勇哥餐饮原创,True,,535,0.999,47,15,0,1,当前营业额、房租物业与合同、人工与老板在场、初始投入与债务、位置商圈与客流、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13kzZB7EB5.srt
BV1tfzXBcEd6,小伙因为不想上班，拿18万开鲜切牛肉月亏1万5。 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,43,0.072,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tfzXBcEd6.srt
BV1p96jBQEcw,勇次郎偶遇快招公司老总，收割别人最后自己被收割   —勇哥餐饮,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,58,1.477,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1p96jBQEcw.srt
BV1336LBaEDw,没有招牌的农村路边店，月赚18000！做餐饮不是投的多赚的就多 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,177,0.349,1,1,1,0,人工与老板在场、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1336LBaEDw.srt
BV1gc6TBTELz,宝妈负债20万开糯米饭日亏500，开店不足1月坚持不下去了  @勇哥餐饮原创,True,,232,0.998,40,18,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gc6TBTELz.srt
BV1bTzqBDEyG,关于冤种老板花60万，给身负百万的我打造世外桃源  @勇哥餐饮原创,True,,447,0.999,61,16,0,1,当前营业额、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1bTzqBDEyG.srt
BV1sbzaBcEev,大叔48万开杂牌奶茶月亏1万7！又是找不到雪王官网。。。  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,614,0.519,2,0,0,0,房租物业与合同、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1sbzaBcEev.srt
BV1icz8BrEpw,50万在老蒋故居开民宿+咖啡！房东做梦都笑醒！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,12,0.357,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1icz8BrEpw.srt
BV1A1zSBVEKS,宝妈负债60万开杂牌咖啡！因为找不到瑞幸官网，被快招截胡  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,73,0.679,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1A1zSBVEKS.srt
BV1KHzrBoEag,小伙25万杂牌奶茶日亏500块，还不如去捡垃圾@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,74,0.118,3,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1KHzrBoEag.srt
BV1HZBfBAEwQ,家是本巨大历史机遇！葱油饼帝国的崛起！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,120,0.154,1,1,0,0,水电及其他固定成本、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HZBfBAEwQ.srt
BV1ogzsBFES6,中药火锅鸡！小伙15万开店面临倒闭如何选择？,False,餐饮语义信号不足,221,0.998,28,11,0,3,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ogzsBFES6.srt
BV1nXz7BEENF,宝妈瞒着家人40万开咖啡，因找不到瑞幸官网被快招截胡！@勇哥餐饮原创,True,,926,1.0,109,47,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nXz7BEENF.srt
BV1oqzjBzE1W,北京房租60万开猪脚饭！大哥劝不住这是开定了！ @勇哥餐饮原创,True,,387,1.0,41,25,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1oqzjBzE1W.srt
