bvid,title,duration,subtitle_status,title_stage,title_problems
BV1PBPPzmEWa,宝妈负债十几万开“姨妈热饮”养生奶茶，24万的投入换了天天亏钱！@勇哥餐饮原创,27:21,saved,经营困境/止损,亏损与现金流、投入过重
BV1TpAZzeEgP,小伙刷爆信用卡，30万开“猴赛雷奶茶”，还把亲姐拉下水，如今月亏2万  @勇哥餐饮原创,20:28,saved,经营困境/止损,亏损与现金流、投入过重
BV1sHAdz4ED6,《吃麻饼考清华》百年麻饼老店没有接班人，学徒需要一年出师 @勇哥餐饮原创,15:06,saved,其他案例/内容,
BV1ZZP7z3Eyz,25万开椰子甜品，被品牌方和商场收割，2个月亏光洗白@勇哥餐饮原创,14:33,no_ai_zh,经营困境/止损,亏损与现金流、选址与客流、加盟与品牌、投入过重
BV1J8PjzrEr9,80万的房子和装修，开恺啡士汉堡！每天小亏100块。 @勇哥餐饮原创,18:23,saved,经营困境/止损,亏损与现金流、投入过重
BV13UPjzbEPD,自创奶茶一年亏掉60万，运气赚钱实力亏！@勇哥餐饮原创,26:21,saved,经营困境/止损,亏损与现金流
BV17HPgzXEUG,加盟蜜雪被拒，嫌茶百道贵，20万开杂牌奶茶后，如今月亏6千。。。@勇哥餐饮原创,22:13,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV154PMzrE3n,50万开云南菌汤火锅，每月亏2万怎么办？（桂林）@勇哥餐饮原创,20:45,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1JdAez9EHD,23万开烧烤大排档亏钱，合伙人跑路，每月亏1万多还有救吗？ @勇哥餐饮原创,17:10,saved,经营困境/止损,亏损与现金流、投入过重、运营与人员
BV17XA8zgEtM,50万开牛肉海鲜火锅，8个月全亏光！48岁大哥创业燃尽了  @勇哥餐饮原创,16:12,saved,经营困境/止损,亏损与现金流、投入过重
BV1LoA8zqEEc,60万开广西鲜料爆炒，月亏1万8能救吗？ @勇哥餐饮原创,15:15,saved,经营困境/止损,亏损与现金流、投入过重
BV1RXAtzhEpo,50万开烘培大楼月赚6万！南康叙事馆要成为打卡圣地？勇哥：一年随便赚个几十万！ @勇哥餐饮原创,23:29,saved,增长/成功复盘,投入过重、增长诉求
BV1hpADznEgG,贷款60万砸80万开汉堡披萨店，亏光后不甘心再砸20万接着开！（经典补档）@勇哥餐饮原创,21:27,saved,经营困境/止损,亏损与现金流、投入过重
BV1HqAUzAE4r,60万开烤鱼每天亏1千+，凭运气赚的钱凭实力亏出去  @勇哥餐饮原创,23:44,saved,经营困境/止损,亏损与现金流、投入过重
BV1UAASzLECh,见人拉屎钩子痒！负债也要开汉堡，运营主管连自己都骗，以为自己强的可怕！在老年社区卖手作汉堡 @勇哥餐饮原创,20:16,saved,开店前/投入决策,亏损与现金流、产品与定价、运营与人员
BV1zFAUztECc,宝妈负债30万开火锅酒馆，日亏2万，15天亏光！ @勇哥餐饮原创,32:38,saved,经营困境/止损,亏损与现金流、投入过重
BV1pNACzSEAN,卧龙凤雏！十几万开个厕所门奶茶店，月亏1万！隔壁是中药炸肉 @勇哥餐饮原创,16:43,saved,经营困境/止损,亏损与现金流、投入过重
BV1TYArzXE5b,《把房卖了》开破产三件套！每月亏6千没救了！@勇哥餐饮原创,18:40,saved,经营困境/止损,亏损与现金流、产品与定价
BV1LgfvBzE8V,花10W马币在马来西亚开中式小碗菜，月亏2万，有救吗？,16:19,saved,经营困境/止损,亏损与现金流
BV18rfeBbEVn,宝妈负债30万开汉堡店，月亏1万很后悔！@勇哥餐饮原创,19:48,saved,经营困境/止损,亏损与现金流、投入过重
BV1KGf4BKEDU,20万加盟酸奶店！拿下两个区代理以为能躺赚，开业后月亏6千 @勇哥餐饮原创,21:22,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1o4fpBuEn4,40万开烘培店，总部黄了自己成总部！月亏1万还能开吗？ @勇哥餐饮原创,19:33,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1H7f1ByEG5,在丽江30万开臭豆腐火锅！这钱亏的一点也不冤。 @勇哥餐饮原创,16:33,saved,经营困境/止损,亏损与现金流、投入过重
BV1TWfyBQEVW,90万加盟杂牌拌饭，2个月全亏光！只因找不到米村官网，以此为戒。@勇哥餐饮原创,26:33,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1GnfqB6Eq7,40万开炸鸡才20％的毛利率！每月亏6万！有卧龙周围必有凤雏  @勇哥餐饮原创,24:17,saved,经营困境/止损,亏损与现金流、投入过重
BV1uJfcBvEiN,加盟米村被截胡！40万开杂牌拌饭天天亏钱！ @勇哥餐饮原创,18:17,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1mFfFBbEoK,14万开酸奶店，每天只卖10块钱，月亏5千还能坚持一年多！ @勇哥餐饮原创,16:04,saved,经营困境/止损,亏损与现金流、投入过重、产品与定价
BV1inZZBTEqx,因自己爱吃，13万开泡菜店！“天才选址”顾客进不来！每天亏250块  @勇哥餐饮原创,20:34,saved,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1PcfEBrEfL,200万开披萨自助月亏6万！已经开业4年还能坚持下去吗？ @勇哥餐饮原创,15:33,saved,经营困境/止损,亏损与现金流、投入过重
BV11qfjBMEu3,10万开菜馆日赚2元，开业三天合伙人跑路  @勇哥餐饮原创,19:30,saved,其他案例/内容,投入过重、运营与人员
BV1MnfgBdE4L,40万开铁板烧每月房租就要2万！月亏4万5还有救吗 @勇哥餐饮原创,19:51,saved,经营困境/止损,亏损与现金流、投入过重
BV1bwZzBqEma,15万开“山寨蜜雪”奶茶店月亏7千，勇哥建议改烧烤，老板称烧烤没前途 @勇哥餐饮原创,15:26,saved,经营困境/止损,亏损与现金流、投入过重
BV1HTZvBmEyA,宝妈要31万开汉堡！老公劝不住？加盟费和房租已交再连线勇哥！@勇哥餐饮原创,15:15,saved,其他案例/内容,加盟与品牌、投入过重
BV1ghZYBWEFv,大学生贷款加盟麻辣烫，14万全部赔光！这就是对创业的执着！,15:07,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV19LZQBjEEt,大姐50万加盟汉堡店，开业三天总部跑路，自己成了总部！@勇哥餐饮原创,23:48,no_ai_zh,其他案例/内容,加盟与品牌
BV1qAZSB2ErE,大哥什么调研都不做，先交4万加盟费！这韭菜非当不可了！@勇哥餐饮原创,19:21,no_ai_zh,其他案例/内容,加盟与品牌
BV1zmZkBYEve,歌手10万加盟扁食店月亏6千！位置不行努力白费（福建厦门）@勇哥餐饮原创,12:49,saved,经营困境/止损,亏损与现金流、选址与客流、加盟与品牌
BV1kHZuBGE4E,大姐负债20万加盟杂牌汉堡！每天亏400还能救吗？ @勇哥餐饮原创,22:30,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1G6ZTBHEws,20万接盘月房租3万的拌饭店，以为是馅饼没想到月亏1万9  @勇哥餐饮原创,16:05,saved,经营困境/止损,亏损与现金流
BV1WmZABcECC,大哥31万加盟杂牌奶茶，被快招忽悠瘸了月亏1万  @勇哥餐饮原创,25:45,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV16oZxBpEnb,30万加盟杂牌奶茶和霸王蜜雪对掏！月亏1万8 @勇哥餐饮原创,19:33,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1ozZpBTEF9,10万开喵辣串串月亏9千！勇哥：信我让你月赚3万 （河北任丘）@勇哥餐饮原创,09:22,saved,经营困境/止损,亏损与现金流、投入过重、增长诉求
BV1s8ZLBcEVR,18万加盟炸鸡架以为月入过万！实际是自己亏1万@勇哥餐饮原创,22:10,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌、增长诉求
BV1SMcEzXErq,大姐加盟火锅亏掉60万，再砸30万开烤鱼如今月亏1万5怎么办（广东湛江） @勇哥餐饮原创,23:53,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1YBcjzsEei,血亏现场：40万盲盒店三天报废，追加到70万改音乐酒馆（上海）@勇哥餐饮原创,16:14,saved,经营困境/止损,亏损与现金流
BV14McqziES9,负债50万加盟养生火锅！连账都不会算，只知道每天亏钱是真傻还是装傻？ @勇哥餐饮原创,16:28,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV1sDcvzFEzT,宝妈负债50万开牛肋条，亲戚员工工资高不听话，还不能开除   @勇哥餐饮原创,23:44,saved,其他案例/内容,亏损与现金流、投入过重、运营与人员
BV1HacezpEeZ,教授100万开重庆火锅，一年亏30万！每月房租就要2万 @勇哥餐饮原创,14:52,saved,经营困境/止损,亏损与现金流、投入过重
BV1X7c4zUEcF,负债40万加盟上海米线！平均月亏10万全部清零！ @勇哥餐饮原创,18:53,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV17HFSzHEBG,70万加盟自助火锅月亏5万！毛利率20％！再不吃就没了！ @勇哥餐饮原创,25:51,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1fGFmzSEDR,二手车老板钩子痒要18万开酒吧！需日销1千9才能保本。@勇哥餐饮原创,12:51,no_ai_zh,其他案例/内容,投入过重
BV13mcTztEGE,老表60万加盟开店被小作坊收割，前面勇哥团队拦都拦不住   @勇哥餐饮原创,17:57,saved,其他案例/内容,加盟与品牌
BV1oecTzKEhf,父母开熟食店亏30万让小伙背锅，如今又要求在读研究生的他回家开火锅店！小伙怕了 @勇哥餐饮原创,11:36,no_ai_zh,经营困境/止损,亏损与现金流
BV1Qvccz3EGJ,姨夫拉外甥35万接盘火锅店，以为75的毛利实际天天亏钱！只因姨夫是这个品牌的股东 @勇哥餐饮原创,13:17,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV1eAFZziE3r,80万开披萨店月亏3万！员工平均工资八九千！,14:35,saved,经营困境/止损,亏损与现金流、投入过重、运营与人员
BV1CsFZzHEMX,画是本老哥声明自己是很惨的人，希望大家不要嘲讽  @勇哥餐饮原创,12:06,no_ai_zh,争议/花絮/非诊断,
BV1jJFfzyE37,二次元小登厨披萨店！对于二刺螈勇哥有点懵！@勇哥餐饮原创,13:36,saved,其他案例/内容,
BV1nuFszWEhq,先开烧烤亏100万！再砸30万开小火锅！把自己干成负债70万！@勇哥餐饮原创,14:46,saved,经营困境/止损,亏损与现金流、投入过重
BV1d3FnzvEyD,工厂老板进军机器人快餐！要做到全国连锁！勇哥气到无语至极  @勇哥餐饮原创,31:39,no_ai_zh,其他案例/内容,
BV1RdFnzvECN,勇哥是真爱家是本，希望老哥接住这波流量！,03:17,saved,其他案例/内容,
BV1GvF7zpE7k,历史重大机遇！价值200万八千幅画想要绑定咖啡一年卖出！从此隐居东南亚,27:58,saved,其他案例/内容,产品与定价
BV1eVFrzREhq,卖烤冷面4个月赚10万！不信可线下真实。  @勇哥餐饮原创,06:34,saved,增长/成功复盘,产品与定价、增长诉求
BV1ugFvzYEkn,小伙要20万开200平的烘培店！初生牛犊不怕虎！  @勇哥餐饮原创,12:40,saved,其他案例/内容,投入过重
BV1pHFYz7E3d,连麦学员要求勇哥退费！理由是连麦10分钟被骂8分钟！,01:06,saved,其他案例/内容,
BV1AoFhz1Ezf,包子版三国鼎立！三家包子店打擂台只为干掉对方！2块自助小菜免费吃   @勇哥餐饮原创,12:59,no_ai_zh,其他案例/内容,
BV1UyfoBREpE,女老板砸300万开酒吧！开业50天赔光！@勇哥餐饮原创,12:39,saved,经营困境/止损,亏损与现金流、投入过重
BV1gbfDBkESU,宝妈10万开姨妈热饮店，暖暖女神饮2个月赔光！,14:39,saved,经营困境/止损,亏损与现金流、投入过重
BV1M6FLz3EFh,恭喜小伙找到黄金位置，发财指日可待！15万预算要开小碗菜！ @勇哥餐饮原创,08:43,saved,开店前/投入决策,选址与客流、增长诉求
BV1XsFVzCEJP,宝妈创业楷模！5千开糖水店每天仅亏67块钱！ @勇哥餐饮原创,09:03,saved,经营困境/止损,亏损与现金流
BV1SQFGzKExT,关于勇哥是家是本大股东这件事，希望老哥多卖饼改善生活！,02:00,no_ai_zh,其他案例/内容,产品与定价
BV1Fy6JBxEaM,小伙50万开酒吧月亏2万5！请黑丝跳舞都没救！ @勇哥餐饮原创,17:39,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1Kw6xBJE1o,姑娘33万开杂牌奶茶只为证明自己！现每天亏4百坚持不下去了 @勇哥餐饮原创,24:03,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1Ap61BiESN,小伙35万开奶茶，周围4个品牌怎么打？不亏钱不正常   @勇哥餐饮原创,15:09,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1nw6kBWESY,40万的快餐店里摆满了各种瓷器藏品！最贵连线朴树湾文化馆  @勇哥餐饮原创,22:36,saved,其他案例/内容,
BV1kH6FBzE9q,勇哥谈自己会不会被封：倒下一个我还有千千万万个我站起来！,04:07,saved,其他案例/内容,
BV13kzZB7EB5,86万打水漂！女子和闺蜜合伙开店，对方一分不出，全程忽悠傻白甜   @勇哥餐饮原创,19:52,saved,其他案例/内容,运营与人员
BV1tfzXBcEd6,小伙因为不想上班，拿18万开鲜切牛肉月亏1万5。 @勇哥餐饮原创,20:29,saved,经营困境/止损,亏损与现金流、投入过重
BV1jt6EBEE9B,大姐选址遇到哪吒仙饮，等哪吒洗白接手店铺   @勇哥餐饮原创,11:54,no_ai_zh,开店前/投入决策,选址与客流
BV1p96jBQEcw,勇次郎偶遇快招公司老总，收割别人最后自己被收割   —勇哥餐饮,02:10,saved,其他案例/内容,
BV1336LBaEDw,没有招牌的农村路边店，月赚18000！做餐饮不是投的多赚的就多 @勇哥餐饮原创,12:55,saved,增长/成功复盘,增长诉求
BV1gc6TBTELz,宝妈负债20万开糯米饭日亏500，开店不足1月坚持不下去了  @勇哥餐饮原创,08:59,saved,经营困境/止损,亏损与现金流、投入过重
BV1bTzqBDEyG,关于冤种老板花60万，给身负百万的我打造世外桃源  @勇哥餐饮原创,14:59,saved,其他案例/内容,
BV1sbzaBcEev,大叔48万开杂牌奶茶月亏1万7！又是找不到雪王官网。。。  @勇哥餐饮原创,34:09,saved,经营困境/止损,亏损与现金流、投入过重
BV1icz8BrEpw,50万在老蒋故居开民宿+咖啡！房东做梦都笑醒！ @勇哥餐饮原创,08:51,saved,其他案例/内容,
BV1A1zSBVEKS,宝妈负债60万开杂牌咖啡！因为找不到瑞幸官网，被快招截胡  @勇哥餐饮原创,11:41,saved,其他案例/内容,亏损与现金流、投入过重
BV1KHzrBoEag,小伙25万杂牌奶茶日亏500块，还不如去捡垃圾@勇哥餐饮原创,19:25,saved,经营困境/止损,亏损与现金流
BV16MzKBUEYL,网上都是嘴嗨，现实中谁不想来一杯哪吒仙饮！@勇哥餐饮原创,20:21,no_ai_zh,其他案例/内容,
BV1HZBfBAEwQ,家是本巨大历史机遇！葱油饼帝国的崛起！ @勇哥餐饮原创,21:20,saved,其他案例/内容,
BV1ogzsBFES6,中药火锅鸡！小伙15万开店面临倒闭如何选择？,08:05,saved,经营困境/止损,亏损与现金流、投入过重
BV1nXz7BEENF,宝妈瞒着家人40万开咖啡，因找不到瑞幸官网被快招截胡！@勇哥餐饮原创,35:15,saved,其他案例/内容,投入过重
BV1oqzjBzE1W,北京房租60万开猪脚饭！大哥劝不住这是开定了！ @勇哥餐饮原创,14:40,saved,其他案例/内容,投入过重
BV1cukLBDEsv,小伙化身沸羊羊6万投入只为追对方！她不一样只占股0投入）—勇哥餐饮,16:23,saved,其他案例/内容,投入过重
BV13MkxBwEJv,姐弟11万开令人窒息的蛋糕店！蛋糕店里没蛋糕！ （勇哥餐饮）,12:09,no_ai_zh,其他案例/内容,投入过重
BV1LdkpBaEzw,真赚钱轮得到你！20万接盘山洞咖啡，熟人坑你系列（ 勇哥餐饮）,13:02,no_ai_zh,其他案例/内容,
BV1wnkHBqEjT,面馆每月只赚3千块！勇次郎：信我让你赚10倍，每个月赚3万！,14:19,saved,增长/成功复盘,增长诉求
BV12WkTBMEUj,老师+会计辞职80万开水盆羊肉！每天入不敷出,21:04,saved,其他案例/内容,投入过重
BV1tZkNBTEU4,姑娘辞职铁饭碗开中药奶茶，中药+奶茶＝养生天花板  @勇哥餐饮原创,19:42,saved,其他案例/内容,
BV1hrrfB9EWp,11万加盟小火锅每天挂0蛋，小伙请律师和快招公司正面硬刚  @勇哥餐饮原创,20:36,saved,其他案例/内容,加盟与品牌
BV1h8rnBmEDU,大叔10万给儿子开糖水店，日亏300块他们到底错在哪？ @勇哥餐饮原创,14:11,saved,经营困境/止损,亏损与现金流
BV1FsrLB2EsK,老哥160万开江湖菜月亏4万8该如何改善？需要日销8000才能保本  @勇哥餐饮原创,18:36,saved,经营困境/止损,亏损与现金流、投入过重
BV1x7r6BtEzf,灵山寺旁卖奶茶！一半烟火一半佛，一口清甜一念禅,17:54,saved,其他案例/内容,产品与定价
BV1MSrBBZENo,两口子白嫖飞机票结果被快招收割，负债13万加盟罐罐米线每天亏钱  （勇哥餐饮）,26:13,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1tnrhBvEAe,小伙15万开财神糖水馄饨铺日亏300！还要坚持下去吗？  —勇哥餐饮,18:29,saved,经营困境/止损,亏损与现金流、投入过重
BV15n6dBUEpq,大姐用洗脚盆卖果汁和蜜雪冰城硬刚！看一次笑一次！（补档）—勇哥餐饮,54:58,saved,其他案例/内容,产品与定价
BV15vrVBwEVP,75块的房租能日卖4000！老板捡大漏！房东看到就完蛋了！,11:19,saved,其他案例/内容,产品与定价
BV13TrKBMEXF,倒反天罡！18万开店还欠总部钱没给！终于赢了一次！ —勇哥餐饮,24:53,no_ai_zh,其他案例/内容,加盟与品牌、投入过重
BV1R9rABMEh4,老哥8万加盟福鼎肉片日亏140块，这个招牌谁知道是卖什么的？,19:11,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌、产品与定价
BV1b3iXBpEtb,北京大兴170万加盟烤肉店，总部说1年回本。这么赚钱总部为什么不自己干？  @勇哥餐饮原创,21:42,saved,增长/成功复盘,加盟与品牌
BV1gciUBCEJ6,老哥开蛙恋日亏200块！这招牌我都不好意思进  —勇哥餐饮,07:33,saved,经营困境/止损,亏损与现金流
BV1sZqFBPEKV,大哥40万接盘砂锅研究所！月亏1万怎么办？  —勇哥餐饮,21:47,saved,经营困境/止损,亏损与现金流
BV1vVifBLEXs,大妈瞒着儿子偷偷开店每天只卖十几块，坚守6年没有回本。如今连线儿子希望大妈把店铺关掉,08:32,saved,增长/成功复盘,产品与定价
BV13jisBLEXi,京爷10万接盘第四手汉堡店日亏300块！ —勇哥餐饮,31:23,saved,经营困境/止损,亏损与现金流
BV1LyipBEEmJ,90万开店月入3万亏的付不起房租！合伙人不要钱也要退股！这是有人做假账吧？ —勇哥餐饮,05:26,saved,经营困境/止损,亏损与现金流、投入过重、运营与人员、增长诉求
BV1GfiLBREad,小伙贷款26万开奶茶，无人扶我青云志，我自贷款上西天！,07:28,saved,其他案例/内容,投入过重
BV1dYijBhEt6,50万加盟面馆半年亏完，大姐不会算账不签合同,39:35,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1bJieBNEjB,杂牌奶茶要和霸王茶姬对掏！模仿霸王！干掉霸王！成立快招好割韭菜！,06:06,saved,其他案例/内容,加盟与品牌
BV18mvdBhE27,心上仁祖传中药凉茶，强肾去火秘制古方！,09:10,no_ai_zh,其他案例/内容,
BV1R8i5BREX7,餐饮全年踩坑合集，快招公司最严厉的父亲：勇次郎,29:57,no_ai_zh,其他案例/内容,
BV14ViTBWE9e,面馆亏了100万后再开小火锅，如今月亏2万自嗨哥还是不听劝！—勇哥餐饮避坑,20:15,no_ai_zh,经营困境/止损,亏损与现金流
BV15BvYBuE7S,砸60万开杂牌咖啡月亏2万只为证明自己！老婆开库迪拦不住老公  @勇哥餐饮创业说,22:17,saved,经营困境/止损,亏损与现金流、投入过重
BV1twvbB7E9L,厂二代想要证明自己创业卖茶叶！小伙：这里没有人但是有需求！！！,14:55,saved,其他案例/内容,产品与定价
BV13pvpBzEdx,大姐见人赚钱眼红！要在死亡一条街9万开一家无骨鱼。明知山有虎 偏向虎山行！,14:05,saved,其他案例/内容,投入过重
BV1nDvmB4E9R,放弃央企工作投25万卖绵绵冰！如今负债5万月亏1万5,13:53,saved,经营困境/止损,亏损与现金流、产品与定价
BV1gjvzBUE7r,韭菜贷款20万梭哈36万开杂牌奶茶！,05:56,saved,其他案例/内容,投入过重
BV1JNBrByEpy,贷款20万在收废品院子开糖水！到底行不行？,21:01,saved,其他案例/内容,
BV1KoBhBFEih,在西藏60万加盟杂牌奶茶月亏2W，茶叶+奶茶＝真•奶茶,27:48,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1LZBaB7EfD,女主播40万加盟汉堡不赚钱，还要被罚款！ —勇哥餐饮避坑,05:24,saved,其他案例/内容,加盟与品牌
BV1eRBDBwEfA,宝妈2.9万加盟中药馒头！主打健康！养生！,24:25,saved,其他案例/内容,加盟与品牌
BV1L8BLBaEw5,贷款30万梭哈45万加盟盈乡村拌饭，月亏1万5,23:07,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV1fFB5BAEc7,500万重庆网红街的落幕，哀乐事件后一蹶不振,05:02,no_ai_zh,其他案例/内容,
BV1xhBTBfEXD,50万加盟麒麟燚汉堡！负债20万仍有幻想！,33:26,no_ai_zh,其他案例/内容,亏损与现金流、加盟与品牌
BV1DVBWBLEFS,健身房里卖奶茶！又增又减！健身人的快乐水！,07:55,saved,其他案例/内容,产品与定价
BV1pxBHBbE8C,四十万开天台露营咖啡，因为自己爱喝，王多鱼看了都摇头！,06:43,saved,其他案例/内容,投入过重
BV1i7qUBdERn,大学生50万开咖啡店4个月亏光，开始要加盟瑞幸结果被人截胡,08:24,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1FZqrBLEXo,花50万在街边3楼上开400平米奶茶，我看不见竞争对手就没有对手！！,05:36,saved,其他案例/内容,
BV1RKq6BcEWu,宝妈迷之自信，20万在小学旁开中药奶茶三个月亏光！周围店铺都是卧龙凤雏！,05:18,saved,经营困境/止损,亏损与现金流
