bvid,title,stated_requests,diagnosed_risks,request_snippet,question_protocol
BV16FNP64EH4,高价摊位卖提拉米苏，店前人流不断，老板纳闷为啥没人买？@勇哥餐饮原创,,单位经济与现金流不成立、目标客流/可见/转化断裂、产品价值/定价/毛利错误、人工/产能/交付问题,你的东你这你这个位置叫有人流不叫有客流转化率不高然后大家也看不到你的产品呈现也很差劲所以大家不会在这消费开的什么店这是我们店就是主营是卖提拉米苏跟巴斯克您招牌在哪我看一下这里为什么起个英文名字啊哦是我们有其他店嘛然后在这边的话我不是咖啡店但在这边没有卖咖啡在这边因为这边是一个地铁商业街所以就想着就只卖提拉米苏这个品原本那你提拉米苏就叫提拉米苏不就完了吗这个店多大面积实用的话在19那个店员左手边前面还有个吧台是吧哦对左手边那个吗啊啊那个对这个是我们哦我这周皮就算了一个呃小吃的品嘛就哪个城市啊感觉人流量还可以啊南宁广西南宁地铁口的通道是吧对是的一天卖多少钱现在一天非周末非周末的话大概就在6~800块钱左右OK一个月总的余额有多少一个月他还没我还没有看然后周末的话在在1500左右吧然后上个月刚开了没多久吗对刚开没多久是吧对刚开两个月OK余额大概就是平均就1000块钱吗差额差不多这个月是5月份就比较高一点毛利率多少毛利65%吧650的毛,确认品类与核心产品、先看店外与门头、问面积与房租、确认城市与商圈、问当前营业额、问毛利与变动成本、问人员与老板劳动
BV1NBNJ62Ews,看勇哥视频自学成才，指点朋友扭亏为盈！合伙开800平烧烤店，月入3万！@勇哥餐饮原创,提升营业额/单量、请人诊断/优化,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,有什么问题嗯我的问题是说以前因为没有做这个烧烤嘛今年今年3月份一个千万级粉来粉丝的那个大网红退了一下我们木平烧烤我跟那个合伙人我老板说说了一声告诉我让他加上木平烧烤完了之后我就和他一起做了这个项目目前想看让勇哥给那个看一下我们做的对不对啊什么对不对就是这个项目添加的或者是整改整改的对不对啊那你现在挣钱没有嘛挣钱就是对的不挣钱就是错的噻是这个店已经干了4年了今年是第5年年今今年在第5年是他在干到第3年结束因为我以前不是这个店的合伙人今年才是这个店的合伙人嗯完了是他在干第3年干完的时候这个店的老板负债30万完了之后那个我是干装修的嘛他让我把他的店给改一下完了之后我当时已经看了你的200多条视频嘛嗯看了一下总结了下经验我说他的老店就没有那么改的必要了因为改完之后生意好的话挣个高工资生意不好的话会接着亏钱完了之后把所有的优点和缺点都说了一遍这个老板没想到听我的他就不改了就重新选电纸然后我就根据视频总结了一下经验就是他按照这个我总结经验重,问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问初始投入与债务、确认城市与商圈、先看店外与门头、拆分堂食/外卖/渠道
BV1VUMn6zEjq,冤种被总部和招商双重忽悠！选鸟不拉屎位置开咖啡店！别人说啥他都信  @勇哥餐饮原创,请人诊断/优化、开店/选址/签约前判断、加盟/接店/转让判断,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,想要让你分析一下思路我这个还没开始做然后呢这个是他的地址店铺他是这一间这一长间嘛然后这里想要做咖啡店做加盟做咖啡店对OK你往后退点在哪个城市呃番禺广东番禺是吧对对呃就是我们现在看到的这个玻璃就开了一个门这个位置是不是对这个异常间大概这个一一个长方形大概有实际面积应该80方左右80个平米是吧OK租金多少钱一个月租金算6000吧怎么付的啊押二付一押二付一付一个月押两个月押1万2啊有没有转费没有没有这里属于是重新开发的一个商业圈商业街OK有没有其他的入场费喝茶费中介费没有没有都没有都没有没有喝茶费是吧对你刚刚说你想做什么做咖啡是吧对对对对对什么咖啡呃目前我选好的是加盟提里提里咖啡是不是对对对绞丝旁那个提你是吧对对这个也111方面也要也要想要问咨询一下你这边提提这咖啡的品牌怎么样因为我看你这边好多专门割韭菜的加盟我不了解这个是不是那种羊杂咖啡嘛什么是不是羊杂咖啡嘛羊杂咖啡不是什么意思一看就没经常看我直播是不是羊杂咖啡我说他的那个菜单里面,先看店外与门头、确认城市与商圈、问面积与房租、问租约与一次性费用
BV1PhM36cEgF,史上最窄快餐店，刚刚开业就要没！@勇哥餐饮原创,,单位经济与现金流不成立、目标客流/可见/转化断裂、人工/产能/交付问题、经营者经验/机会成本,想问一下你这个快餐你是怎么卖的是多少钱一份吗还是小碗菜吗还是称重的还是怎么样称重的你这个还称重的呀对多少钱一两啊嗯两两块九你称重的两块九你才45%的毛利啊对我在料料用的好一点吧说别的啊那如果是这样你还不如直接卖多少钱几荤几素多少钱几荤几素多少钱呢哥们那问你你的客单价做到多少钱呢大概16G的样子你怎么毛利率才45%啊我用的料能好一点吧我用的都是些新鲜的哦人家你的意思是人家用的不新鲜啊不不不不不是的哎呦镜头高一点我再看一下嗯小炒快餐后面是什么哦快上课小炒快餐中午快餐晚上小炒你中午卖多少钱晚上卖多少钱中午中午就1000来块钱晚上人人比较少就晚上几乎不卖是吧对中午1000多少中午大概就1000左右那不就中午能卖1000晚上几乎就不卖吗对对对对对啊说吧现,确认城市与商圈、确认品类与核心产品、问当前营业额、先看店外与门头、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、问初始投入与债务、追问客户与消费理由
BV1XFMq6jEG4,十年蛋糕老店，被早餐店影响生意，老板动了“坏心思”，勇哥：我不当坏人！@勇哥餐饮原创,,目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,做这个包包子在这影响了你的生意是吗对很大以前他不在的时候我们还可以的要把他的铺子撬过来是吗啊对那这个这个你自己决定哈这种坏人我不当好不好已经开店了是吧呃开了10年了这家古早味什么蛋糕蛋蛋糕店OK呃在哪个城市呃广州市白云区啊现在一天卖多少钱额平均的话就是5000嘛但是有一半是微信上有一半是进店的有2500是思域吗啊对这是微信加的周边这是一个小镇来的都是本地人加了的那你2500的这个私欲是你要把他们这个配送到家还是怎么回事啊对基本上都是要配送比如生日蛋糕类的哦你2500是生日蛋糕是不是对每天有2500的生日蛋糕啊啊这样差不多还有一些餐类的吗大概就是2500综合毛利率多少毛利率我们比较低就是55%成样子OK你刚说你在哪个城市来着广州白云区一个镇是吧对一个郊区好多大面积这个店80个平方租金多少钱这边租金1万3水电的话6000多你的租金433水电几个人在电上六个人平均工资65006500×6人工就是3万9也就是说每天的人工1300每天赚5,确认城市与商圈、问当前营业额、问毛利与变动成本、问面积与房租、先看店外与门头
BV13FMx6mELf,290万开宫廷宴，顾客坐龙椅当皇帝！勇哥直接宣判：全部归零！@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,想问一下那你现在你这个一天卖多少钱呢这个一天就是两边加起来从5月份开始就基本上每天就是1000多1000多少别说两边加起来就先说这边这边卖多少钱这边是268一个人不一天卖多少钱一天一这个特别不稳定一个月总得有多少1万多也就是说你这边是经常不开张是不是啊对一个月有多少天不开张现在15天左右有15天都不开张对那我问你啊如果你开张的时候你就卖三五百块钱那不就两三个人吗那你的这些演员要上来跳吗哟一个人也跳一个人也跳那那这一个人如果如果哪一天是一个人来这吃饭那他不就是当皇上的呀哦是呀就是他吃完饭吃完饭坐到这上面坐到龙椅上然后下面我们三个演员三个女小姐姐演员给她跳一支舞呃帝王视角是吧舞蹈对然后他说平身是这个意思吗啊差不多差不多OK那也就是说你一天大概就500块钱平均下来是吧啊也就是说你一天下来大概就500块钱是不是差不多你坐那个椅子上帝王视角你扫一下镜头我看一下是什么感觉呢你坐上去给我们感受一下呢这个是铜的吗呃不是他是木的那三个小姐姐就在下,问当前营业额、问经营时长与历史、问面积与房租、问人员与老板劳动、问水电与其他固定支出、确认城市与商圈、问初始投入与债务、先看店外与门头、追问客户与消费理由
BV1X1Td6eEoq,投120万 在山头开咖啡店，环境很好，营业额却很拉。@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,诶怎么可能4年回本回不了啊你投了120万呢你又不是一年能挣30万你挣不了30万啊我那天连一个重庆的拼了命的就想干什么就想唱歌跳舞你这个地方明明这个草坪上面就应该整点儿唱歌的弹弹弹吉他的对吧整点烤肉整点烧烤整点这种东西呢那你一晚上这个东西你要不要卖个几千块钱就山顶是不是啊嗯对整个山头嘛然后是个城市中心的山头嘛这个房子是你建的吗对对你建的房子啊啊对就是自己建的我们这是第二个建第二个店是吧对对对我们第一个店在哪名店第一个店在那个呃也在市郊区的一个呃算是一个怎么说呢就是郊区的村咖我们市的第一家村咖开了3年了OK对着这个店吧那你这个店投了多少钱呢这个店整个全部建筑户外室内景观一共是120整120万对整旁边那个房子也是你的这个是一个仓库加卫生间也是你的对都是的这整个山头到那后面那个围挡你看到没有就这草坪都是你的对呀都是的然后到下面是这边就是坡了坡到下面去然后那大家上来喝咖啡必须要爬个坡上来哎对对对就是我们修了一个的步道嘛就是大概收了个步道咱,问初始投入与债务、问当前营业额、问毛利与变动成本、问面积与房租、问水电与其他固定支出、先看店外与门头
BV1D1T96dEZN,再遇烤鱼神店，周围店铺全倒闭！老板告赢快招公司，给餐饮人上大分！@勇哥餐饮原创,提升营业额/单量、产品/价格/菜单调整,不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,遇到什么问题了你好嗯哦是这样子的啊我这个店呢是在这里然后呢这个位置呢比较偏嗯淋上烤鱼是吧哎对OKOK你说问题遇到什么问题呢呃现在呢就是我我就是现在想一下因为我的产品比较单一嘛嗯呃然后就是想提升一下营业额啊你在哪个城市啊我在浙江丽水青田现在一天卖多少钱啊现在现在还好现在就是比以前要好一点现在是平均下来一天大概能做个4000来块钱但这段时间比较差大概3000来块钱左右呃上个月总能营额多少上个月上个月差一点11万多吧11万5000前前几个月要好一点也就上个月是38333850嘛毛利率多少大概50有吧OK也就是说1925的毛利多大面积呃他店铺里面是有150左右然后外面还有个院子大概是这样子150就一层嘛不是两层嘛啊就一层OK租金多少钱个月呃一年5万4000166一个月嗯一百三十八一天的租金哎那租金不贵啊几个人在天上呃连我们自己两夫妻六个六个是吧对连我们自己两个六个为什么这么多人啊哦你卖3000多是吧大概好的时候有有有平均有40赚钱的呀人,确认城市与商圈、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、先看店外与门头、追问客户与消费理由、拆分堂食/外卖/渠道
BV1i3TX6cE6H,炒饭还用加盟？，勇哥直接让关店，小伙子不服气，还想试一试！@勇哥餐饮原创,开店/选址/签约前判断,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢哦这个店还没开业预计还有一个一个礼拜开业现在就是做炒饭我觉得太单一了哪个是你的店张三野吗昆山野对云南野生菌炒饭对的怎么今年什么东西都要整个山野啊没有山也胡不了是不是哪个城市啊在泰州靖江市你的意思是这个店你已经租了对这个招牌是你挂的对对对那你干之前为啥不问我们呢哈我这我开之前我还不认识你啊我还不认识你不认识我对他烟了以后刷视频刷到了你所以你刚说你在哪来着泰州泰州靖江OK这个多大面积这大概前面应该有个20左右后面厨房摆了几张桌子啊四张桌子前面20后面二十四十平是吗对对我现在想问一下就是拿着别放对准你的店租金多少钱可以3万3万1年市区还是县城市区怎么付的租金年付有没有押金没有押金有没有有没有转让费没有转让费你今年多少岁我30这个张三也是加盟店吗加盟店加盟费多少钱1万68001万6800对一共给了总共多少钱全给了全给了全给了对还没钱的费用没有其他费用在哪儿找到的这个品牌我朋友做这个做这个品牌呢是你朋友的总店吗不是不是不是我,比较退出与机会成本、确认城市与商圈、问面积与房租、问租约与一次性费用、先看店外与门头、问人员与老板劳动、问毛利与变动成本、问当前营业额
BV12pTq6qEjQ,看人赚钱钩子痒，投30万开店被同行吊打！月亏2万才想起来找勇哥   @勇哥餐饮原创,提升营业额/单量、亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢呃新店开业想提升下营业额新店开业对嗯蜀都蟹黄是吧嗯对香辣蟹小龙虾OK开多久呢呃两个月在哪个城市啊呃成都双流这边成都啊对双流啊对开之前认识我吗呃老粉了老粉了那问过我们吗呃没有一天卖多少钱呃现在的话一天2000左右那你算哪门子老粉吗毛2000毛利得多少50%吧哈哈1000块钱的毛利是吧嗯对多大面积一百七八一百七八呀对租金多少钱一个月啊1万七六百三十三的租金哦不对533哦不对566÷3017000÷30566的租金一天几个人在天上呃不算我的话五个人你在不在天上嘛我在在在那为什么不算你呢六个人噻人工多少钱嗯一共啊除了我是2万4不算你是多少嘛不算我是2万4算上你2万8嘛再给你算4000嘛2万8嘛嗯你自己要算工资啊933的人工水电机多少钱嗯水电气的话大概7000左右233嗯每天亏700一个月亏2万嗯差不多这两个月都这样吗额对你是个餐饮老炮的吗没有第一次做第一次干对那为什么要做这个什么蟹黄这个什么什么香辣这个蟹小龙虾那为什么要做,问租约与一次性费用、比较退出与机会成本、问经营时长与历史、确认城市与商圈、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、先看店外与门头、追问客户与消费理由
BV1xoTY6ZEdk,姑娘在农村开奶茶，15万投入令人心痛！月薪万元的工作也没了@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,你就是一个村上你真的就是个农村啊真的就是农村卖给谁啊卖给鬼呀回去上你的班去挣你的1万块钱一个月我也辞职啦你要让这些人每天先到地里面干完活了一人扛个锄头扛个提个扁担到你店里面来喝个酸奶喝个奶茶是这意思吗你不觉得这个事情真的离了个大谱吗那你为什么要回农村开店吗遇到什么鸡呢就是我不是五今年5月几号在农村里面开了一家奶茶店吗农村哪个城市啊就云南省红河州蒙自市红河州下面的乡镇是吗对蒙自市是县级市里上面的一个乡OK你走出去吧走到门口去我看看开的什么店Andbedrivinginthe我去对面去了OK在下雨是吗对今天这这几天都在下雨这个这个叫炸电乳液是吗你奶包对炸是这那个字是读炸吗还是做对对炸炸炸店乳液鲜奶吧是吗对对Ok你那个卖奶茶的是吧是的奶茶还有这个牛奶啊这些新奶酸奶OK现在一天卖多少钱现在一天就300左右300对你是在一个镇上是不是对一个镇上毛利率多少60%吧算过吗你开多久呢才开了两个月开之前认识我吗不认识就是开了之后才认识你的OK60,追问客户与消费理由、确认城市与商圈、先看店外与门头、确认品类与核心产品、问当前营业额、问毛利与变动成本、问经营时长与历史、问面积与房租、问人员与老板劳动、问水电与其他固定支出、比较退出与机会成本
BV1F2KZ6UEFN,香港富姐在深圳开茶餐厅，成本30卖20！大姐太搞笑勇哥吸氧！@勇哥餐饮原创,,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、人工/产能/交付问题、经营者经验/机会成本,想问一下这个五专家是什么意思啊什么专家配伍专家哦我就是说哎有水果啊蔬菜呀呃那就说五谷杂粮啊就这个配好来嘛就有这个配好来吃嘛好你再对着你的招牌我再看一下配哦营养师配伍专家是吧哦配伍专家啊就搭配的专家是吗对搭配就每每每个人每天不是那55是代表什么呢五样东西嘛每天吃吃五样东西营养师搭配五样东西就叫配伍专家啊这个000852这不是这是香港的电话是吧啊对以前搞这个招牌他说要电话这时还没OK那那往后退那那那那那那那往后退老板娘那你这个我们看了这么半天您到底是卖啥的啊我有菜单呐你你就说嘛您是卖啥的呃猪排牛排啊很多菜都有啊小吃啊OKOK你在哪个城市啊老板娘深圳深圳是吧深圳福富田区OK你你是香港人还是深圳人我香港人OK那你那你每天是从香港到深圳来对每天从香港啊开车到深圳啊很近的我这里半个小时就到了开店然后开完店了又回到香港啊哦你现在一天卖多少钱一天啦哦一天一两百吧150嘛一两百吧OK毛利率多少啊毛利率有多少没有吧没有毛利率吧现在哦不不不不我的意思,问毛利与变动成本、先看店外与门头、确认城市与商圈、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、确认品类与核心产品、追问客户与消费理由
BV1upKd64ECo,抵押房子开网红火锅，连续掉进一个坑！勇哥：80万没了！@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,想问一下你你在改电之前你那个店一天卖多少钱我那个店一天有时候也就100多块钱几百块钱了几百块钱那你几百块钱那个店持续了多久呢几百块钱持续了有两个月OK房子抵押了对负债多少钱现在不能谈负债了负债都有六七十万了来360度原地转圈我看什么商圈转啊慢点然后对面是一个中央商场然后他是猪我们的市中心就我们这个小县城的市中心然后这边呢这边停了好多车呃左右隔壁都是有学校再往后退一点再远一点再往后退一点站远一点房子是租出去的还是你自己在住啊那个抵抵押的房子呃住出去了就不不仅不不止一套房嘛是吧对就主干道上是吧对然后你是个县级你是个县级市是,问初始投入与债务、确认城市与商圈、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、先看店外与门头、追问客户与消费理由
BV1NzKU6YEUr,小红薯上忍痛割爱，奶茶店快速回血！勇哥“太坏了”。@勇哥餐饮原创,亏损/是否止损,不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,这平台很适合你哦小红书就是我在小红书看看能不能把它转出去是这样子吧诶对上面有很多想创业的你说我有一家店因为我老婆怀孕了所以没办法来管理这个店铺我们也照顾不上然后我老婆马上就要生了所以这个店呢我们就忍痛割爱哪个店就这个就我面前这个SIS哦宝藏绿洲是吗啊对他卖啥的喝奶茶店对奶茶店啊哎哟怎么连起个名字都整不明白哦那个这个名字不是我们起的他是加盟店起的呵呵怎就说起的我就说OK来来来来来来现在一天卖多少钱广州的品牌是不是啊对广东广州的嘛啊现在一天卖多少钱一天卖现在夏天平均一天卖不是在广州不是我在中山OK1天卖多少钱啊平现在的话平均1500吧1500多少外卖多少到店呃70%外卖30%到店70%外卖30%到店75%七三百五也就是说一天有1000块钱的外卖500块钱的到店啊对OK毛利率多少毛利率我说的是实际毛利率啊这是45%左右那你什么叫做呃那不实际的毛利率是多少呢就是如果是定价毛利率是65%就你实收的嘛那肯定按实收的噻600收的钱就45左右对,问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、比较退出与机会成本、问租约与一次性费用、确认城市与商圈、拆分堂食/外卖/渠道
BV1t7T56kEmo,一分没有和闺蜜加盟奶茶，蜜雪都看好的位置，亏钱也要坚持到底！@勇哥餐饮原创,提升营业额/单量,单位经济与现金流不成立、不可逆投入/沉没成本过高、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,想问一下那你当初来选这个地方的时候你你来做这个的时候就是你花了这么多钱没有想过去做一个四川本土品牌或者是全国性品牌啊没有因为我们那个时候都不懂那生意不好公司怎么弄呢公司现在就是一点都不管我们没想过吗怎么不管啊因为需要他怎么管因为最先开始的时候我们是选在那个观音桥的就观音桥号直接但是那边也是公司来选的位置3万多一个月然后人流一天200个都没有你在那边开过店吗对呀然后不不等一下等一下慢点慢点你的意思是这个店是你已经搬过一次了吗啊对对对你在那边开店投入多少钱呢我就是在那边投入的投了40多万等一下等一下你刚刚说你之前是在观音桥是吧啊对观音桥是多久的事去年那个也是这个品牌哎对对对那你在那边一天卖多少钱呢我在那边的话一天也是几百块钱那边投了40万拿回来多少呢就4万多块钱卖了4万多块钱干了一个多月然后就全部就扔了对呀然后把东西就搬过来了嘛然后去找公司公司过来然后他出的装修公司出的装修这边啊公司那那为什么他要给你见面出装修呢因为那个时候我们就找,问初始投入与债务、问租约与一次性费用、比较退出与机会成本、先看店外与门头、问当前营业额
BV178TM6gEeT,因为爱吃，姑娘投10万开糖水，啥都不懂就敢创业！@勇哥餐饮原创,,单位经济与现金流不成立、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,有什么问题加个炸土豆有什么问题灵活一点懂我意思吗管得严吗你可以去沟通的嘛可以去聊的嘛这个事情OK那那照你这个说法人家其他店里面只能卖一个咯那不是噻是吧是你没搞清楚规矩你平时以前你以前应该没有出来挣过钱是不是嗯你上班啊上上什么班儿也也也干过餐饮的一些收银啊啥的嗯就给你几个建议哈第一个呃平台让你去上美团要去上好吧还没上的话尽快去把这些东西给上了如果不会的话给我们老师讲我们老师给你弄第二个短视频拍起来第三个店里面必须要加点吃的小吃酸辣粉也好炸土豆也好或者是其他的等等这些就这里面有的你都可以去上好吧提升你的客单价这个样子去做第四把外卖加上上去你这地方才可能挣得到钱不然的话不可能好吧行好的听得懂不就这几个听不懂呃技术不会的你跟我们讲产品不会上团购不会上的OK跟我们说课那个视频不会拍的先看课好吗好的OK其他没问题没有嗯OK那就这样好谢谢没事儿没事儿好再见嗯好再见嗯嗯我对任何人我对任何一个人都是一个一个的道理一个逻辑你能听得懂人话你能听得明白,确认城市与商圈、问经营时长与历史、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、比较退出与机会成本、问水电与其他固定支出、问初始投入与债务、拆分堂食/外卖/渠道、先看店外与门头
